,location_coordinates,Species,Region,Owner,Company,Country.of.Origin,Farm.Name,Mill,Lot.Number,ICO.Number,Altitude,Producer,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration,Certification.Body,Certification.Address,Certification.Contact,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
366,"2.6718169,-76.6389373",Arabica,huila,exportadora de cafe condor s.a,exportadora de cafe condor s.a,Colombia,,trilladora boananza,,3-68-0161,1750 msnm,,250,70 kg,AlmacafÃ©,2013,"April 26th, 2013",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.58,7.75,7.42,7.67,7.75,7.67,10,10,10,7.67,83.5,0,1,0,Green,1,"April 26th, 2014",AlmacafÃ©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1750,1750,1750
367,"2.6718169,-76.6389373",Arabica,huila,exportadora de cafe condor s.a,exportadora de cafe condor s.a,Colombia,,trilladora boananza,,3-68-0183,1750 msnm,,250,70 kg,AlmacafÃ©,2013,"May 24th, 2013",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.58,7.67,7.58,7.75,7.58,7.75,10,10,10,7.58,83.5,0.11,0,NA,Green,2,"May 24th, 2014",AlmacafÃ©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1750,1750,1750
368,"19.5420361,-96.9549483",Arabica,xalapa,manuel herrera juarez,finca los barreales,Mexico,finca los barreales 1112lban,finca los barreales,,0,1170,MANUEL HERRERA JUAREZ,10,1 kg,AMECAFE,2012,"August 31st, 2012",MANUEL HERRERA JUAREZ,Bourbon,Natural / Dry,7.83,7.58,7.25,7.5,7.5,7.42,10,10,10,8.42,83.5,0.13,0,0,Green,14,"August 31st, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1170,1170,1170
369,NA,Arabica,chilÃ³n,miguel cortes moreno,estrategias constructivas corzu s.a. de c.v.,Mexico,,"comunidad de sacÃºn palma, municipio de chilÃ³n, chiapas",,1-Apr,940,ARMANDO GUTIERREZ GUZMAN,10,1 kg,AMECAFE,2012,"August 30th, 2012",MIGUEL CORTES MORENO,Typica,Semi-washed / Semi-pulped,7.67,7.75,7.67,7.75,7.58,7.5,10,10,10,7.58,83.5,0.11,0,0,Green,12,"August 30th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,940,940,940
370,"19.2101002,-96.9719688",Arabica,totutla,gabriel bernardo rivas ross,,Mexico,la corralera,dos puentes de finca kassandra,,2484,1400,GABRIEL BERNARD RIVAS ROSS,15,1 kg,AMECAFE,2012,"July 11th, 2012",GABRIEL BERNARDO RIVAS ROSS,Pacamara,Washed / Wet,7.75,7.67,7.67,7.75,7.33,7.5,10,10,10,7.83,83.5,0.12,0,0,Green,0,"July 11th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1400,1400,1400
371,"14.5833343,-91.2533641",Arabica,atitlan,juan luis alvarado romero,kanematsu corporation / rnp santo tomas pachuj,Guatemala,santo tomas pachuj,"palinsa, beneficiado seco / santo tomas pachuj, beneficiado humedo",,11/752/02,5000,RNP SANTO TOMAS PACHUJ / KANEMATSU CORPORATION,275,69 kg,Asociacion Nacional Del CafÃ©,2012,"April 30th, 2012",Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.83,7.5,7.5,8,7.67,7.5,10,10,10,7.5,83.5,0.1,0,0,Green,5,"April 30th, 2013",Asociacion Nacional Del CafÃ©,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1524,1524,1524
372,"2.6718169,-76.6389373",Arabica,huila,racafe & cia s.c.a,c.i.racafe & cia s.c.a,Colombia,,,,3-37-0666,de 1600 a 1950 msnm,La Plata,175,70 kg,AlmacafÃ©,2012,"February 9th, 2012",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.67,7.58,7.58,7.67,7.67,7.67,10,10,10,7.67,83.5,0.11,0,0,Green,0,"February 8th, 2013",AlmacafÃ©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600,1950,1775
373,"14.1078491,-89.7899396",Arabica,oriente,felipe isaza,coffee resources inc.,Guatemala,conquista / morito,beneficio ixchel,,11/23/0237,4600 ft.,ConquistaMorito,250,2 kg,Specialty Coffee Association,2012,"February 1st, 2012",Felipe Isaza,Bourbon,Washed / Wet,7.5,7.5,7.75,7.5,8,7.67,10,10,10,7.58,83.5,0,3,0,Green,12,"January 31st, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,1402.08,1402.08,1402.08
374,"19.6643179,-156.0255674",Arabica,,kona pacific farmers cooperative,,United States (Hawaii),,,,HDOA #210308,,,14,100 lbs,Specialty Coffee Association,,"March 8th, 2011",Kona Pacific Farmers Cooperative,,,7.5,7.67,7.58,7.92,7.58,7.67,10,10,10,7.58,83.5,0.01,0,0,,0,"March 7th, 2012",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,NA,NA,NA
375,"-7.931489,113.7904826",Arabica,bondowoso,specialty coffee association of indonesia,,Indonesia,pancoer angkrek,pt. perkebunan nusantara xii,,015-282,1600,PT. PERKEBUNAN NUSANTARA XII,10,60 kg,Specialty Coffee Association of Indonesia,23-Jul-10,"November 29th, 2010",Specialty Coffee Association of Indonesia,,,7.83,7.58,7.58,7.58,7.75,7.58,10,10,10,7.58,83.5,0,0,0,,0,"November 29th, 2011",Specialty Coffee Association of Indonesia,99fa73db21b7acd9c9ceb9dd84e409d2077d55c4,36910838db193ebdd61fa1427bac74622114c49a,m,1600,1600,1600
376,"2.6718169,-76.6389373",Arabica,huila,carcafe ltda ci,carcafe ltda,Colombia,,neiva,3-59-0504,3-59-0504,439,FRANKLIN DUSSAN / HIPOLITO TORRES,300,29 kg,AlmacafÃ©,2017 / 2018,"November 9th, 2017",CARCAFE LTDA CI,Caturra,Washed / Wet,7.5,7.58,7.58,7.5,7.75,7.83,10,10,10,7.67,83.42,0,0,2,Green,1,"November 9th, 2018",AlmacafÃ©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,439,439,439
377,"14.7827766,-90.8018089",Arabica,san marcos,juan luis alvarado romero,"unex guatemala, s.a.",Guatemala,piamonte,beneficio ixchel,11/23/0696,11/23/0696,1700,JORGE LEAL,50,69 kg,Asociacion Nacional Del CafÃ©,2017,"August 23rd, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.75,7.5,7.58,7.58,7.67,10,10,10,7.67,83.42,0.1,0,0,Green,3,"August 23rd, 2018",Asociacion Nacional Del CafÃ©,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1700,1700,1700
378,"2.6718169,-76.6389373",Arabica,huila,carcafe ltda ci,carcafe ltda,Colombia,,cartago,3-59-2318,3-59-2318,442,FRANKLIN DUSSAN / HIPOLOTO TORRES,600,29 kg,AlmacafÃ©,2016,"May 10th, 2017",CARCAFE LTDA CI,Caturra,Washed / Wet,7.67,7.67,7.5,7.67,7.67,7.58,10,10,10,7.67,83.42,0.11,0,0,Green,2,"May 10th, 2018",AlmacafÃ©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,442,442,442
379,"9.6029283,-84.1407064",Arabica,tarrazu,"ceca, s.a.","ceca,s.a.",Costa Rica,gamboa,beneficio montaÃ±as del diamante,8885,5-025-0032,1850,Martin Gutierrez,275,69 kg,Specialty Coffee Association of Costa Rica,2016,"February 17th, 2017","CECA, S.A.",Caturra,Washed / Wet,7.58,7.5,7.42,7.92,7.5,7.67,10,10,10,7.83,83.42,0.09,0,0,Blue-Green,4,"February 17th, 2018",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1850,1850,1850
380,NA,Arabica,,cqi taiwan icp cqiå°ç£åˆä½œå¤¥ä¼´,å®¸å¶§åœ‹éš›,Taiwan,æ—¥æœˆæ½­æ–‡æ­¦èŽŠåœ’,å—æŠ•ç¸£åŸ”é‡ŒéŽ®èœˆèš£é‡Œ,1,,,é»ƒç´ è²ž0939227229,1,10 kg,Blossom Valley International,2015,"February 13th, 2017",CQI Taiwan ICP CQIå°ç£åˆä½œå¤¥ä¼´,,,7.67,7.67,7,7.08,7,7,10,10,10,10,83.42,0.11,0,0,Blue-Green,0,"February 13th, 2018",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,NA,NA,NA
381,"0.7105619,32.7016328",Arabica,eastern,bugisu cooperative union,bugisu cooperative union,Uganda,bulago & buginyanya,bcu,5055,7697,1800,Bulago & Buginyanya,20,1218 kg,Uganda Coffee Development Authority,2015,"July 21st, 2016",Bugisu Cooperative Union,SL14,Washed / Wet,7.58,7.75,7.33,7.75,7.67,7.58,10,10,10,7.75,83.42,0.11,0,0,Green,1,"July 21st, 2017",Uganda Coffee Development Authority,188fe373b511e21f614564bf86aa4774270d8e04,b7614767a5343729bbde3a2777c60ce836aed928,m,1800,1800,1800
382,NA,Arabica,thailand,æ¾æ¾¤å®æ¨¹ koju matsuzawa,matsuzawa coffee,Thailand,matsuzawa coffee,matsuzawa coffee,MCCFWXA15/16,,1200,Matsuzawa Coffee,500,25 kg,Specialty Coffee Institute of Asia,2015,"June 27th, 2016",æ¾æ¾¤å®æ¨¹ Koju Matsuzawa,Catimor,Washed / Wet,7.5,7.58,7.75,7.5,7.75,7.67,10,10,10,7.67,83.42,0.13,0,0,Bluish-Green,0,"June 27th, 2017",Specialty Coffee Institute of Asia,726e4891cf2c9a4848768bd34b668124d12c4224,b70da261fcc84831e3e9620c30a8701540abc200,m,1200,1200,1200
383,"13.8626495,-89.8059468",Arabica,apaneca,consejo salvadoreÃ±o del cafÃ©,consejo salvadoreÃ±o del cafÃ©,El Salvador,la joya,el borbollon,73,9-391-73,1330,"Ibero El Salvador, S.A. de C.V.",275,69 kg,Salvadoran Coffee Council,2016,"April 25th, 2016",Consejo SalvadoreÃ±o del CafÃ©,Bourbon,Washed / Wet,7.58,7.5,7.75,7.58,7.75,7.67,10,10,10,7.58,83.42,0.11,0,0,,0,"April 25th, 2017",Salvadoran Coffee Council,3d4987e3b91399dbb3938b5bdf53893b6ef45be1,27b21e368fb8291cbea02c60623fe6c98f84524d,m,1330,1330,1330
384,"2.6718169,-76.6389373",Arabica,huila,carcafe ltda ci,carcafe ltda,Colombia,,neiva,,3-59-2236,442 msnm,FRANKLIN DUSSAN/ANDRES RODRIGUEZ/HIPOLITO TORRES,275,70 kg,AlmacafÃ©,2015,"April 29th, 2015",CARCAFE LTDA CI,Caturra,Natural / Dry,7.58,7.67,7.58,7.67,7.58,7.67,10,10,10,7.67,83.42,0.12,4,0,Green,0,"April 28th, 2016",AlmacafÃ©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,442,442,442
385,"-22.338578,-44.545535",Arabica,vale da grama,bourbon specialty coffees,bourbon specialty coffees,Brazil,cachoeira da grama farm,,,002/4542/0886,,GABRIEL CARVALHO DIAS,300,60 kg,Brazil Specialty Coffee Association,2014,"January 15th, 2015",BOURBON SPECIALTY COFFEES,Yellow Bourbon,Semi-washed / Semi-pulped,7.33,7.83,7.75,7.5,7.42,7.83,10,10,10,7.75,83.42,0.12,0,0,Green,6,"January 15th, 2016",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,NA,NA,NA
386,"-3.3696666,35.6792911",Arabica,karatu northern,ngila estate ltd,ngila estate ltd,"Tanzania, United Republic Of",ngila estate,ngila estate ltd,,C50,1600,Ngila Estate Ltd,39,60 kg,Africa Fine Coffee Association,2014,"December 12th, 2014",Ngila Estate Ltd,Bourbon,Washed / Wet,7.75,7.67,7.58,7.67,7.58,7.58,10,10,10,7.58,83.42,0.13,0,0,Green,4,"December 12th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1600,1600,1600
387,"2.6718169,-76.6389373",Arabica,huila,compaÃ±ia colombiana agroindustrial s.a,ecom cca sa,Colombia,,trilladora boananza,,15-3-79-0002,1813,,250,70 kg,AlmacafÃ©,2014/2015,"October 15th, 2014",CompaÃ±ia Colombiana Agroindustrial S.A,Caturra,Washed / Wet,7.58,7.58,7.25,7.75,7.75,8.58,9.33,10,10,7.58,83.42,0.12,0,0,Green,1,"October 15th, 2015",AlmacafÃ©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1813,1813,1813
388,"14.1078491,-89.7899396",Arabica,oriente,juan luis alvarado romero,"unex guatemala, s.a.",Guatemala,el papaturro,beneficio ixchel,,11/23/0562,4000 psnm,AMILCAR LAPOLA,250,69 kg,Asociacion Nacional Del CafÃ©,2013,"August 21st, 2014",Juan Luis Alvarado Romero,Bourbon,Natural / Dry,7.75,7.83,7.33,7.83,7.5,7.67,10,10,10,7.5,83.42,0.1,0,0,Green,1,"August 21st, 2015",Asociacion Nacional Del CafÃ©,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1219.2,1219.2,1219.2
389,"14.5591436,-90.7513298",Arabica,antigua,juan luis alvarado romero,"siembras vision, s.a.",Guatemala,finca medina,beneficio siembras vision (154),,11/11711/6,1500 msnm,"SIEMBRAS VISIÃ“N, S.A.",250,69 kg,Asociacion Nacional Del CafÃ©,2014,"February 18th, 2014",Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.5,10,10,10,7.58,83.42,0.1,0,0,Green,2,"February 18th, 2015",Asociacion Nacional Del CafÃ©,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1500,1500,1500
390,"14.1078491,-89.7899396",Arabica,oriente,juan luis alvarado romero,"unex guatemala, s.a.",Guatemala,el morito,beneficio ixchel,,11/23/1040,4300,ROBERTO MONTERROSO,250,69 kg,Asociacion Nacional Del CafÃ©,2013,"July 16th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.5,7.75,7.42,7.75,7.75,10,10,10,7.58,83.42,0.11,0,0,Green,0,"July 16th, 2014",Asociacion Nacional Del CafÃ©,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1310.64,1310.64,1310.64
391,"19.6643179,-156.0255674",Arabica,kona,kona pacific farmers cooperative,kona pacific farmers cooperative,United States (Hawaii),,,,2233803 KONA NO. 1,,,13,100 lbs,Specialty Coffee Association,2012,"January 24th, 2013",Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.42,7.75,7.67,7.58,7.67,7.67,10,10,10,7.67,83.42,0,0,0,Green,2,"January 24th, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,NA,NA,NA
392,"4.7815839,-75.0920664",Arabica,cundinamarca,exportadora de cafe condor s.a,exportadora de cafe condor s.a,Colombia,various,trilladora boananza,,3-68-0147,1450 msnm,Exportadora de cafe condor,250,70 kg,AlmacafÃ©,2012,"June 26th, 2012",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.5,7.75,7.58,7.5,7.67,7.75,10,10,10,7.67,83.42,0.11,0,0,Green,2,"June 26th, 2013",AlmacafÃ©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1450,1450,1450
393,"2.6718169,-76.6389373",Arabica,huila,federacion nacional de cafeteros,,Colombia,,,,03-01-0424,,,250,70 kg,AlmacafÃ©,,"February 1st, 2011",FederaciÃ³n Nacional de Cafeteros,,,7.58,7.58,7.58,7.67,7.75,7.67,10,10,10,7.58,83.42,0.1,1,0,,3,"February 1st, 2012",AlmacafÃ©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,NA,NA,NA
394,"19.6643179,-156.0255674",Arabica,kona,kona pacific farmers cooperative,,United States (Hawaii),kona pacific farmers cooperative,,,HDOA 210127 Kona Extra Fancy,,Kona Pacific Farmers Co-Op,12,60 kg,Specialty Coffee Association,2010,"December 27th, 2010",Kona Pacific Farmers Cooperative,,,7.5,7.92,7.42,7.67,7.83,7.58,10,10,10,7.5,83.42,0.01,0,0,,0,"December 27th, 2011",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,NA,NA,NA
395,NA,Arabica,,doi tung development project,,Thailand,doi tung development project,,,,,Doi Tung Development Project,4,1 lbs,Specialty Coffee Association,,"April 13th, 2010",Doi Tung Development Project,Peaberry,,7.58,7.25,7.5,7.92,7.92,7.42,10,10,10,7.83,83.42,0.11,0,0,,0,"April 13th, 2011",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,NA,NA,NA
396,"21.8400729,-106.3255961",Arabica,nayarit,grounds for health admin,,Mexico,,,,016-2729-001-A-LAB-SS2,900-1200mtr,"Productores de Cafe de El Cuarenteno, S. de P.R. de R.L",6,6,Specialty Coffee Association,January Through April,"May 26th, 2010",Grounds for Health Admin,,,7.25,7.88,7.38,7.63,7.5,8.75,9,10,10,8,83.38,0.09,2,0,,4,"May 26th, 2011",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,900,1200,1050
397,"2.6718169,-76.6389373",Arabica,huila,exportadora de cafe condor s.a,exportadora de cafe condor s.a,Colombia,various,bonanza - armenia,68-0054,68-0054,1650,various,275,70 kg,AlmacafÃ©,2016,"November 8th, 2016",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.75,7.5,7.75,7.58,7.58,7.58,10,10,10,7.58,83.33,0,0,1,,0,"November 8th, 2017",AlmacafÃ©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1650,1650,1650
398,"4.9681569,-73.4944759",Arabica,guayata,racafe & cia s.c.a,racafe & cia s.c.a,Colombia,,bachue,3-37-3729,3-37-3729,,,130,70 kg,AlmacafÃ©,2016,"June 15th, 2016",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.67,7.58,7.58,7.42,7.67,7.75,10,10,10,7.67,83.33,0,0,0,Blue-Green,0,"June 15th, 2017",AlmacafÃ©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,NA,NA,NA
399,"2.6718169,-76.6389373",Arabica,huila,racafe & cia s.c.a,racafe & cia s.c.a,Colombia,,bachue,3-37-2623,3-37-2623,,La Plata,275,70 kg,AlmacafÃ©,2016,"May 5th, 2016",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.83,7.58,7.58,7.58,7.5,7.58,10,10,10,7.67,83.33,0,1,0,Green,2,"May 5th, 2017",AlmacafÃ©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,NA,NA,NA
400,"-21.7473732,-46.5607286",Arabica,south of minas,ipanema coffees,ipanema coffees,Brazil,rio verde,ipanema coffees,,002/1660/0106,1227,Ipanema AgrÃ­cola SA,10,2 kg,Specialty Coffee Association,2015/2016,"October 12th, 2015",Ipanema Coffees,Catuai,Semi-washed / Semi-pulped,7.5,7.83,7.33,7.58,7.58,7.92,10,10,10,7.58,83.33,0.1,1,0,Green,5,"October 11th, 2016",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1227,1227,1227
401,"16.2557439,-93.3760048",Arabica,chiapas,andreas kussmaul,exportadora cafÃ© california,Mexico,ecc,ecc,,1620280402,1200,ECC,275,1 kg,AsociaciÃ³n Mexicana De CafÃ©s y CafeterÃ­as De Especialidad A.C.,2014,"July 14th, 2015",ANDREAS KUSSMAUL,Caturra,Washed / Wet,7.75,7.75,7.5,7.67,7.5,7.58,10,10,10,7.58,83.33,0.12,0,0,Green,2,"July 13th, 2016",AsociaciÃ³n Mexicana De CafÃ©s y CafeterÃ­as De Especialidad A.C.,3441698871fa609a44ce947e8944ee42eb4428b9,9894541e8065ee718165a1d432389d114defc38c,m,1200,1200,1200
402,"4.5167538,-75.6940406",Arabica,santander,exportadora de cafe condor s.a,exportadora de cafe condor s.a,Colombia,various,trilladora agricola,,3-68-0103,1650 msnm,varios,275,70 kg,AlmacafÃ©,2015,"April 8th, 2015",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.67,7.75,7.42,7.83,7.83,7.42,10,10,10,7.42,83.33,0.11,0,0,Green,1,"April 7th, 2016",AlmacafÃ©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1650,1650,1650
403,"-3.3770217,36.6576316",Arabica,arusha,afca,mondul coffee estate,"Tanzania, United Republic Of",mondul coffee estate,mondul coffee estate,,C27,1700,Mondul Coffee Estate,10,60 kg,Africa Fine Coffee Association,2014,"December 12th, 2014",AFCA,Other,Semi-washed / Semi-pulped,7.75,7.58,7.67,7.58,7.58,7.58,10,10,10,7.58,83.33,0.12,0,0,Green,6,"December 12th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1700,1700,1700
404,NA,Arabica,NA,j.andrade,"cafÃ© andrade, s.a. de c.v.",Mexico,el pino,"el pino, cosautlan de carvajal",,0,1100,JOSÃ‰ LUIS ANDRADE SANDARA,200,1 kg,AMECAFE,2013,"July 15th, 2014",J.ANDRADE,Other,Washed / Wet,7.67,7.67,7.58,7.67,7.5,7.58,10,10,10,7.67,83.33,0.12,0,0,Green,0,"July 15th, 2015",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1100,1100,1100
405,"10.0907687,-84.477888",Arabica,san ramon,the coffee source inc.,the coffee source inc.,Costa Rica,several,cafe altura de san ramon,,5-562-0013,1300 msnm,SEVERAL,250,3 lbs,Specialty Coffee Association,2014,"April 7th, 2014",The Coffee Source Inc.,Caturra,Washed / Wet,7.67,7.67,7.42,7.67,7.67,7.67,10,10,10,7.58,83.33,0.12,0,0,Green,3,"April 7th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1300,1300,1300
406,"19.6643179,-156.0255674",Arabica,kona,eileen koyanagi,kona pacific farmers cooperative,United States (Hawaii),,,,KP012314,,,12,100 lbs,Specialty Coffee Association,2014,"February 25th, 2014",Eileen Koyanagi,Hawaiian Kona,Natural / Dry,7.83,7.58,7.83,7.67,7.92,8,9.33,10,9.33,7.83,83.33,0.11,0,0,Bluish-Green,1,"February 25th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,NA,NA,NA
407,"8.3389404,-87.0532612",Arabica,central valley,eric thormaehlen,coricafe s.a.,Costa Rica,several,several - coricafe dry mill,,5-0048-0023,1100-1300,CORICAFE BLEND,250,1 kg,Specialty Coffee Association of Costa Rica,2013,"February 14th, 2014",Eric Thormaehlen,Catuai,Washed / Wet,7.5,7.67,7.67,7.5,7.83,7.17,10,10,10,8,83.33,0.11,0,0,Green,3,"February 14th, 2015",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1100,1300,1200
408,NA,Arabica,,dane loraas,sustainable harvest,Peru,,,,030-0695-1742,,,280,5 lbs,Specialty Coffee Association,2013,"January 21st, 2014",Dane Loraas,,Washed / Wet,7.83,7.75,7.58,7.83,7.92,7.58,9.33,10,10,7.5,83.33,0.12,0,0,Green,5,"January 21st, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,NA,NA,NA
409,"18.2443712,-71.8450177",Arabica,"thiotte, haiti",itiah coffee llc,itiah coffee llc.,Haiti,marre blanche,,,,4200 feet,COOPCAB,2,4 lbs,Specialty Coffee Association,2012,"October 3rd, 2013",ITIAH COFFEE LLC,Typica,Washed / Wet,7.58,7.5,7.67,7.5,7.83,7.42,10,10,10,7.83,83.33,0.11,0,0,Green,4,"October 3rd, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,1280.16,1280.16,1280.16
410,"1.8529804,-76.0724285",Arabica,pitalito,carcafe ltda ci,carcafe ltda,Colombia,,neiva,,3-59-1326,1000 msnm,ORLANDO ORTIZ / HIPOLITO TORRES,250,70 kg,AlmacafÃ©,2013,"April 26th, 2013",CARCAFE LTDA CI,Caturra,Natural / Dry,7.67,7.67,7.5,7.67,7.92,7.42,10,10,10,7.5,83.33,0.11,0,0,Green,1,"April 26th, 2014",AlmacafÃ©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1000,1000,1000
411,"14.1078491,-89.7899396",Arabica,oriente,juan luis alvarado romero,"unex guatemala, s.a.",Guatemala,el sacramento,beneficio ixchel,,11/23/0419,4300,LUIS RODRIGUEZ,250,69 kg,Asociacion Nacional Del CafÃ©,2013,"February 26th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.83,7.67,7.17,7.67,7.67,7.67,10,10,10,7.67,83.33,0.11,0,0,Green,3,"February 26th, 2014",Asociacion Nacional Del CafÃ©,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1310.64,1310.64,1310.64
